Date,score,vote,weighted_votes
2020-12-24 00:00:00,0.009448412873992628,0.0,0.02769853312987087
2020-12-24 12:00:00,0.011699032862918155,-1.0,-0.12799876363885723
2020-12-25 00:00:00,0.0,0.0,0.0
2020-12-25 12:00:00,0.05031889898501889,5.0,0.64614705434689
2020-12-26 00:00:00,0.05889406226819834,3.0,0.39211181942131845
2020-12-26 12:00:00,0.050898668553245124,5.0,0.6057827863554042
2020-12-27 00:00:00,0.0,0.0,0.0
2020-12-27 12:00:00,0.05596844978400317,4.0,0.5016073726839978
2020-12-28 00:00:00,0.031763986126758126,3.0,0.36211848607025066
2020-12-28 12:00:00,0.05090963530737588,5.0,0.5834696633069324
2020-12-29 00:00:00,-0.0014907797275280424,-2.0,-0.24795461497758225
2020-12-29 12:00:00,0.046650544388078696,1.0,0.1380225971739532
2020-12-30 00:00:00,0.0,0.0,0.0
2020-12-30 12:00:00,0.039770119084039095,3.0,0.38669295271863335
2020-12-31 00:00:00,0.06325565406767267,5.0,0.6727696929533287
2020-12-31 12:00:00,0.02357101520431973,5.0,0.6504977097211515
2021-01-01 00:00:00,0.028681457940887174,5.0,0.617958408937364
2021-01-01 12:00:00,0.022251466452073276,5.0,0.6182667077173069
2021-01-02 00:00:00,-0.005608897978152081,3.0,0.4067035923508998
2021-01-02 12:00:00,0.0026885856534937247,6.0,0.7657946069056719
2021-01-03 00:00:00,0.00015686680875846327,6.0,0.7467175367893282
2021-01-03 12:00:00,-0.0013411699428244896,6.0,0.7199887266082833
2021-01-04 00:00:00,-0.0007295250089812497,6.0,0.7409258546459837
2021-01-04 12:00:00,-0.005545447803991653,6.0,0.7306276437079621
2021-01-05 00:00:00,-0.0008980218144335854,6.0,0.7684262450013265
2021-01-05 12:00:00,-0.01823196106803309,4.0,0.5368582825141984
2021-01-06 00:00:00,-0.031014978444262462,2.0,0.24633160857091388
2021-01-06 12:00:00,0.005899106583197141,4.0,0.47154346086704085
2021-01-07 00:00:00,0.0064789337411463145,4.0,0.46191167357239826
2021-01-07 12:00:00,0.007634855855409083,5.0,0.6103558609036955
2021-01-08 00:00:00,0.0053134405182098604,5.0,0.6136524933527209
2021-01-08 12:00:00,0.005889620463116077,5.0,0.6479517422884317
2021-01-09 00:00:00,0.0,0.0,0.0
2021-01-09 12:00:00,0.0,0.0,0.0
2021-01-10 00:00:00,0.0,0.0,0.0
2021-01-10 12:00:00,0.0,0.0,0.0
2021-01-11 00:00:00,0.0,0.0,0.0
2021-01-11 12:00:00,0.0,0.0,0.0
2021-01-12 00:00:00,0.0,0.0,0.0
2021-01-12 12:00:00,0.0,0.0,0.0
2021-01-13 00:00:00,-0.014640216242221978,4.0,0.523054628604266
2021-01-13 12:00:00,-0.0051273351626624514,5.0,0.6538684044657805
2021-01-14 00:00:00,-0.005878982687760478,5.0,0.6125935295564725
2021-01-14 12:00:00,0.009636042366015483,8.0,0.9867110505915897
2021-01-15 00:00:00,0.003943672532284546,5.0,0.635319016260899
2021-01-15 12:00:00,0.020235597920438313,7.0,0.8719582965581862
2021-01-16 00:00:00,-0.009449656976767551,6.0,0.7729655133364586
2021-01-16 12:00:00,-0.03600064628214696,2.0,0.24338154042929078
2021-01-17 00:00:00,0.06644321584396799,5.0,0.6226020873983528
2021-01-17 12:00:00,0.058378123362017385,4.0,0.5017906914299365
2021-01-18 00:00:00,0.06571765143259937,2.0,0.2512512474266075
2021-01-18 12:00:00,0.06295598873707778,0.0,0.0198288261325542
2021-01-19 00:00:00,0.05671013708636961,2.0,0.21005958149380488
2021-01-19 12:00:00,0.06729052597040477,3.0,0.37847380712507916
2021-01-20 00:00:00,0.0695939354319624,2.0,0.23441214406575264
2021-01-20 12:00:00,0.04135727525665731,2.0,0.25550636141645944
2021-01-21 00:00:00,0.05080554055111734,5.0,0.6482600410683746
2021-01-21 12:00:00,0.010843840429917966,2.0,0.2752911941644571
2021-01-22 00:00:00,0.019760540982585825,4.0,0.5380815269664437
2021-01-22 12:00:00,0.011429992435709432,5.0,0.6125935295564725
2021-01-23 00:00:00,0.047306112831925526,8.0,0.9867110505915897
2021-01-23 12:00:00,0.042631259171932966,6.0,0.76055653800401
2021-01-24 00:00:00,0.04274454489038056,4.0,0.5102356439077596
2021-01-24 12:00:00,-0.036361248758164794,2.0,0.21720774232137358
2021-01-25 00:00:00,-0.03237169024888334,4.0,0.4981213596838613
2021-01-25 12:00:00,0.048479459223973786,4.0,0.5054378160567992
2021-01-26 00:00:00,0.016990793658758975,4.0,0.48511833916058456
2021-01-26 12:00:00,-0.00421085466812022,3.0,0.4033425593847675
2021-01-27 00:00:00,-0.006212965241566469,1.0,0.14260543655324595
2021-01-27 12:00:00,-0.007985775800156383,3.0,0.35193704812455345
2021-01-28 00:00:00,0.008306282378231309,4.0,0.493287400240179
2021-01-28 12:00:00,0.002441971634066413,1.0,0.12529692278572208
2021-01-29 00:00:00,0.0,0.0,0.0
2021-01-29 12:00:00,0.0,0.0,0.0
2021-01-30 00:00:00,0.0,0.0,0.0
2021-01-30 12:00:00,0.0,0.0,0.0
2021-01-31 00:00:00,0.0,0.0,0.0
2021-01-31 12:00:00,0.0,0.0,0.0
2021-02-01 00:00:00,0.0,0.0,0.0
2021-02-01 12:00:00,0.0,0.0,0.0
2021-02-02 00:00:00,0.024556672427867625,5.0,0.6482600410683746
2021-02-02 12:00:00,0.003987485294261656,5.0,0.6504977097211515
2021-02-03 00:00:00,0.019176563051646698,3.0,0.38934298502736475
2021-02-03 12:00:00,0.03681630950172377,5.0,0.6347913343494368
2021-02-04 00:00:00,0.026838086352052558,2.0,0.23952086536984546
2021-02-04 12:00:00,-0.022792832928038395,2.0,0.22643329676171028
2021-02-05 00:00:00,-0.012735748600248271,2.0,0.22704128612469957
2021-02-05 12:00:00,-0.011598268526273816,2.0,0.23391250197243968
2021-02-06 00:00:00,0.0,0.0,0.0
2021-02-06 12:00:00,0.011759123693260034,3.0,0.38975534868331935
2021-02-07 00:00:00,-0.03302238554489006,1.0,0.14705999402792252
2021-02-07 12:00:00,-0.03591967889634197,1.0,0.10933171163564816
2021-02-08 00:00:00,-0.0017916485561309831,3.0,0.38619515724396974
2021-02-08 12:00:00,-0.012659142948660674,2.0,0.2155753722389207
2021-02-09 00:00:00,-0.010834357590327833,2.0,0.22808841244738087
2021-02-09 12:00:00,0.00405258240476211,5.0,0.6159966316828156
2021-02-10 00:00:00,0.004475417105487009,5.0,0.6354155645949212
2021-02-10 12:00:00,0.004425683402268982,3.0,0.38970354013891556
2021-02-11 00:00:00,-0.019183108949043473,6.0,0.7463084111591207
2021-02-11 12:00:00,0.019807728206309334,6.0,0.7427283202604679
2021-02-12 00:00:00,0.01245804277378941,4.0,0.4933097701349883
2021-02-12 12:00:00,0.006202964481730341,4.0,0.4877637477032285
2021-02-13 00:00:00,-0.006600057008039589,2.0,0.26347110177274374
2021-02-13 12:00:00,0.000739494583647167,5.0,0.6388717377902466
2021-02-14 00:00:00,0.015251436928155376,6.0,0.739516398671898
2021-02-14 12:00:00,0.04491087436651932,8.0,1.0
2021-02-15 00:00:00,0.04472363017780432,6.0,0.7607106873939814
2021-02-15 12:00:00,-0.00678327378628044,2.0,0.23952086536984546
2021-02-16 00:00:00,-0.01885614529656303,2.0,0.27782914624342786
2021-02-16 12:00:00,-0.017550705622131634,1.0,0.11030025611018815
2021-02-17 00:00:00,-0.007719993309861008,2.0,0.2266583865651478
2021-02-17 12:00:00,-0.002298016978573645,5.0,0.645269302597986
2021-02-18 00:00:00,0.0,0.0,0.0
2021-02-18 12:00:00,0.0,0.0,0.0
2021-02-19 00:00:00,0.0,0.0,0.0
2021-02-19 12:00:00,0.0,0.0,0.0
2021-02-20 00:00:00,0.0,0.0,0.0
2021-02-20 12:00:00,0.0,0.0,0.0
2021-02-21 00:00:00,0.0,0.0,0.0
2021-02-21 12:00:00,0.0,0.0,0.0
2021-02-22 00:00:00,0.007437549808536271,0.0,0.007887038879716986
2021-02-22 12:00:00,0.007394115006212092,2.0,0.24949172161507993
2021-02-23 00:00:00,0.013088861286823423,2.0,0.23268205690381963
2021-02-23 12:00:00,0.011228020782894805,6.0,0.7412341534259267
2021-02-24 00:00:00,0.015518763016378482,5.0,0.626941442761131
2021-02-24 12:00:00,0.0006739754168068623,4.0,0.5283841606804083
2021-02-25 00:00:00,0.0012765569215486766,4.0,0.4918409131182913
2021-02-25 12:00:00,0.008301978945605725,7.0,0.8692758568677404
2021-02-26 00:00:00,0.010623337251000132,6.0,0.7589979706523614
2021-02-26 12:00:00,0.010461407456766256,6.0,0.7611509284446832
