Date,score,vote,weighted_votes,pred
2021-01-07 12:00:00,-0.06519582648949981,-1.0,-0.5038034580951379,-1.0076069161902759
2021-01-08 00:00:00,-0.06510416488754461,-1.0,-0.49619654190486207,-0.9923930838097241
2021-01-08 12:00:00,0.030573940492420747,1.0,0.5038034580951379,1.0076069161902759
2021-01-09 00:00:00,0.029954338071843056,1.0,0.49619654190486207,0.9923930838097241
2021-01-09 12:00:00,5.549279588655046e-17,0.0,0.0,0.0
2021-01-10 00:00:00,0.0,0.0,0.0,0.0
2021-01-10 12:00:00,0.0,0.0,0.0,0.0
2021-01-11 00:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-11 12:00:00,0.01269196538532637,1.0,0.5038034580951379,1.0076069161902759
2021-01-12 00:00:00,0.04459748741226496,2.0,1.0,2.0
2021-01-12 12:00:00,0.04807885224381103,2.0,1.0,2.0
2021-01-13 00:00:00,0.015176713971942635,1.0,0.49619654190486207,0.9923930838097241
2021-01-13 12:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-14 00:00:00,0.06235507541664329,1.0,0.5038034580951379,1.0076069161902759
2021-01-14 12:00:00,0.18625555556507373,2.0,1.0,2.0
2021-01-15 00:00:00,0.12504133256179217,1.0,0.49619654190486207,0.9923930838097241
2021-01-15 12:00:00,-0.06247933371910391,-1.0,-0.5038034580951379,-1.0076069161902759
2021-01-16 00:00:00,-0.06252066628089609,-1.0,-0.49619654190486207,-0.9923930838097241
2021-01-16 12:00:00,0.02000810820701608,1.0,0.5038034580951379,1.0076069161902759
2021-01-17 00:00:00,0.0,0.0,0.0,0.0
2021-01-17 12:00:00,0.0,0.0,0.0,0.0
2021-01-18 00:00:00,0.0,0.0,0.0,0.0
2021-01-18 12:00:00,0.020190602767832008,1.0,0.49619654190486207,0.9923930838097241
2021-01-19 00:00:00,0.0252091896335836,1.0,0.5038034580951379,1.0076069161902759
2021-01-19 12:00:00,0.03537860936082461,1.0,0.49619654190486207,0.9923930838097241
2021-01-20 00:00:00,0.008561119065024745,0.0,0.0,0.0
2021-01-20 12:00:00,0.031138161437584647,1.0,0.5038034580951379,1.0076069161902759
2021-01-21 00:00:00,0.031286967845001436,1.0,0.49619654190486207,0.9923930838097241
2021-01-21 12:00:00,-5.545608519713573e-17,0.0,0.0,0.0
2021-01-22 00:00:00,-5.556621726537992e-17,0.0,0.0,0.0
2021-01-22 12:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-23 00:00:00,0.0,0.0,0.0,0.0
2021-01-23 12:00:00,0.0,0.0,0.0,0.0
2021-01-24 00:00:00,0.06503889562982887,1.0,0.49619654190486207,0.9923930838097241
2021-01-24 12:00:00,9.442068781157634e-17,0.0,0.0,0.0
2021-01-25 00:00:00,-0.06247933371910387,-1.0,-0.5038034580951379,-1.0076069161902759
2021-01-25 12:00:00,-0.0625206662808962,-1.0,-0.49619654190486207,-0.9923930838097241
2021-01-26 00:00:00,0.0,0.0,0.0,0.0
2021-01-26 12:00:00,-5.556621726537991e-17,0.0,0.0,0.0
2021-01-27 00:00:00,9.383834369771476e-17,0.0,0.0,0.0
2021-01-27 12:00:00,0.0005538379184568566,0.0,0.0,0.0
2021-01-28 00:00:00,-0.026848290499680776,-1.0,-0.5038034580951379,-1.0076069161902759
2021-01-28 12:00:00,0.04965682413493194,0.0,0.007606916190275847,0.015213832380551694
2021-01-29 00:00:00,0.0823109401023419,1.0,0.49619654190486207,0.9923930838097241
2021-01-29 12:00:00,-0.06674092989185212,-1.0,-0.5038034580951379,-1.0076069161902759
2021-01-30 00:00:00,-0.12646628397515583,-2.0,-1.0,-2.0
2021-01-30 12:00:00,0.14694984095874747,2.0,1.0,2.0
2021-01-31 00:00:00,0.0,0.0,0.0,0.0
2021-01-31 12:00:00,0.12504133256179223,1.0,0.49619654190486207,0.9923930838097241
2021-02-01 00:00:00,0.03218291528554122,1.0,0.5038034580951379,1.0076069161902759
2021-02-01 12:00:00,0.050945217390381894,2.0,1.0,2.0
2021-02-02 00:00:00,0.1442145904356263,2.0,1.0,2.0
2021-02-02 12:00:00,0.1875206662808961,2.0,1.0,2.0
2021-02-03 00:00:00,0.0,0.0,0.0,0.0
2021-02-03 12:00:00,0.06314709337218068,1.0,0.49619654190486207,0.9923930838097241
2021-02-04 00:00:00,0.0008082787264688284,0.0,0.0,0.0
2021-02-04 12:00:00,0.02089131066849513,1.0,0.5038034580951379,1.0076069161902759
2021-02-05 00:00:00,-0.16667247914976896,0.0,-0.007606916190275847,-0.015213832380551694
2021-02-05 12:00:00,-0.13860309308315436,0.0,0.007606916190275847,0.015213832380551694
2021-02-06 00:00:00,0.0,0.0,0.0,0.0
2021-02-06 12:00:00,0.0,0.0,0.0,0.0
2021-02-07 00:00:00,0.0,0.0,0.0,0.0
2021-02-07 12:00:00,0.048868931731915984,1.0,0.49619654190486207,0.9923930838097241
2021-02-08 00:00:00,0.12495866743820788,1.0,0.5038034580951379,1.0076069161902759
2021-02-08 12:00:00,0.12504133256179223,1.0,0.49619654190486207,0.9923930838097241
2021-02-09 00:00:00,0.0,0.0,0.0,0.0
2021-02-09 12:00:00,9.343401513497912e-17,0.0,0.0,0.0
2021-02-10 00:00:00,9.351640417702088e-17,0.0,0.0,0.0
2021-02-10 12:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-02-11 00:00:00,-5.545608519713573e-17,0.0,0.0,0.0
2021-02-11 12:00:00,0.033801973979436455,1.0,0.5038034580951379,1.0076069161902759
2021-02-12 00:00:00,0.0355781169730751,1.0,0.49619654190486207,0.9923930838097241
2021-02-12 12:00:00,0.0007699506022783392,0.0,0.0,0.0
2021-02-13 00:00:00,0.0,0.0,0.0,0.0
2021-02-13 12:00:00,1.1102230246251564e-16,0.0,0.0,0.0
2021-02-14 00:00:00,0.0,0.0,0.0,0.0
2021-02-14 12:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-02-15 00:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-02-15 12:00:00,1.1102230246251564e-16,0.0,0.0,0.0
2021-02-16 00:00:00,1.1102230246251564e-16,0.0,0.0,0.0
2021-02-16 12:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-02-17 00:00:00,0.0288151572325204,1.0,0.5038034580951379,1.0076069161902759
2021-02-17 12:00:00,0.01012598602174591,0.0,-0.007606916190275847,-0.015213832380551694
2021-02-18 00:00:00,-0.08071816615799896,-2.0,-1.0,-2.0
2021-02-18 12:00:00,-0.049372172603128366,0.0,0.007606916190275847,0.015213832380551694
2021-02-19 00:00:00,-0.047064004018388485,0.0,-0.007606916190275847,-0.015213832380551694
2021-02-19 12:00:00,-0.0011484215216492552,0.0,0.007606916190275847,0.015213832380551694
2021-02-20 00:00:00,0.05951293698579207,1.0,0.49619654190486207,0.9923930838097241
2021-02-20 12:00:00,5.549279588655046e-17,0.0,0.0,0.0
2021-02-21 00:00:00,0.0,0.0,0.0,0.0
2021-02-21 12:00:00,-0.0029995788178390197,0.0,0.0,0.0
2021-02-22 00:00:00,-0.0021412161264277624,0.0,0.0,0.0
2021-02-22 12:00:00,-0.0026054294905923222,0.0,0.0,0.0
2021-02-23 00:00:00,0.0,0.0,0.0,0.0
2021-02-23 12:00:00,0.003683003169083385,0.0,0.0,0.0
2021-02-24 00:00:00,0.0,0.0,0.0,0.0
2021-02-24 12:00:00,0.005623848141394464,0.0,0.0,0.0
2021-02-25 00:00:00,0.024302362399581032,1.0,0.5038034580951379,1.0076069161902759
2021-02-25 12:00:00,0.0,0.0,0.0,0.0
2021-02-26 00:00:00,0.12495866743820788,1.0,0.5038034580951379,1.0076069161902759
2021-02-26 12:00:00,0.16696839751473122,2.0,1.0,2.0
2021-02-27 00:00:00,0.042045078042437324,1.0,0.49619654190486207,0.9923930838097241
2021-02-27 12:00:00,0.023793583058209222,1.0,0.5038034580951379,1.0076069161902759
2021-02-28 00:00:00,0.0,0.0,0.0,0.0
2021-02-28 12:00:00,0.0,0.0,0.0,0.0
2021-03-01 00:00:00,0.024083607355070733,1.0,0.49619654190486207,0.9923930838097241
2021-03-01 12:00:00,0.020696257085904977,1.0,0.5038034580951379,1.0076069161902759
