Date,score,vote,weighted_votes,pred
2021-01-31 00:00:00,0.09700970873786408,1.0,0.2777380974886178,0.5554761949772355
2021-01-31 08:00:00,0.08324911435232278,2.0,0.5279431592146842,1.0558863184293683
2021-01-31 16:00:00,0.0,0.0,0.0,0.0
2021-02-01 00:00:00,0.07637976456309817,1.0,0.21750799907898966,0.4350159981579793
2021-02-01 08:00:00,0.07519409281605786,2.0,0.4995898765478671,0.9991797530957341
2021-02-01 16:00:00,0.0,0.0,0.0,0.0
2021-02-02 00:00:00,0.0,0.0,0.0,0.0
2021-02-02 08:00:00,-0.008502344223562346,-2.0,-0.5459683881124504,-1.0919367762249008
2021-02-02 16:00:00,0.0,0.0,0.0,0.0
2021-02-03 00:00:00,0.0,0.0,0.0,0.0
2021-02-03 08:00:00,-0.015997183695669118,-4.0,-1.0,-2.0
2021-02-03 16:00:00,0.0,0.0,0.0,0.0
2021-02-04 00:00:00,-0.0034514702589530295,-2.0,-0.4445238050227644,-0.8890476100455288
2021-02-04 08:00:00,-0.008006646260488174,-2.0,-0.4995898765478671,-0.9991797530957341
2021-02-04 16:00:00,0.0,0.0,0.0,0.0
2021-02-05 00:00:00,0.00859588659016675,0.0,0.04555826466031755,0.0911165293206351
2021-02-05 08:00:00,-0.008577224025483362,0.0,-0.04555826466031755,-0.0911165293206351
2021-02-05 16:00:00,0.0,0.0,0.0,0.0
2021-02-06 00:00:00,0.0,0.0,0.0,0.0
2021-02-06 08:00:00,-0.06138824787947515,-2.0,-0.5099179303169179,-1.0198358606338358
2021-02-06 16:00:00,0.0,0.0,0.0,0.0
2021-02-07 00:00:00,0.05897075700187232,0.0,0.009507806864785084,0.01901561372957017
2021-02-07 08:00:00,0.02284332724940536,0.0,0.05588631842936844,0.11177263685873688
2021-02-07 16:00:00,0.0,0.0,0.0,0.0
2021-02-08 00:00:00,0.008224666548613369,0.0,-0.009507806864785084,-0.01901561372957017
2021-02-08 08:00:00,0.057739609816439545,2.0,0.4995898765478671,0.9991797530957341
2021-02-08 16:00:00,0.0,0.0,0.0,0.0
2021-02-09 00:00:00,-0.02255500185487029,0.0,-0.04555826466031755,-0.0911165293206351
2021-02-09 08:00:00,-0.02420250310038042,-2.0,-0.5099179303169179,-1.0198358606338358
2021-02-09 16:00:00,0.0,0.0,0.0,0.0
