Date,score,vote,weighted_votes
2021-01-27 08:00:00,-0.01144247067545507,3.0,0.3969569950632985
2021-01-27 16:00:00,0.0,0.0,0.0
2021-01-28 00:00:00,0.032675268127291,5.0,0.7155627977320562
2021-01-28 08:00:00,0.04637404742626873,5.0,0.716541231393642
2021-01-28 16:00:00,0.0,0.0,0.0
2021-01-29 00:00:00,-0.006467477726496771,3.0,0.4163570412653638
2021-01-29 08:00:00,-0.01950610532947463,0.0,-0.047384006671731926
2021-01-29 16:00:00,0.0,0.0,0.0
2021-01-30 00:00:00,0.031125562634691305,3.0,0.39693367366614807
2021-01-30 08:00:00,0.014467692606466197,0.0,-0.015214084407237661
2021-01-30 16:00:00,0.0,0.0,0.0
2021-01-31 00:00:00,-0.03644111349232816,-1.0,-0.17782084465804357
2021-01-31 08:00:00,-0.03753403412169511,-1.0,-0.11555286038097258
2021-01-31 16:00:00,0.0,0.0,0.0
2021-02-01 00:00:00,-0.04381436679083803,0.0,0.03252244178151762
2021-02-01 08:00:00,0.047142089094598945,2.0,0.34090078485216413
2021-02-01 16:00:00,0.0,0.0,0.0
2021-02-02 00:00:00,0.0,0.0,0.0
2021-02-02 08:00:00,-0.007894686156376025,1.0,0.1784733272734326
2021-02-02 16:00:00,0.0,0.0,0.0
2021-02-03 00:00:00,0.0,0.0,0.0
2021-02-03 08:00:00,0.07539191421941556,3.0,0.43530814774658816
2021-02-03 16:00:00,0.0,0.0,0.0
2021-02-04 00:00:00,0.027050685879047447,0.0,-0.05373638157802759
2021-02-04 08:00:00,0.036866552081912335,4.0,0.5262009424888299
2021-02-04 16:00:00,0.0,0.0,0.0
2021-02-05 00:00:00,-0.00745315712062359,4.0,0.5494777678461741
2021-02-05 08:00:00,-0.0043481006224183475,3.0,0.39363876900661976
2021-02-05 16:00:00,0.0,0.0,0.0
2021-02-06 00:00:00,0.0,0.0,0.0
2021-02-06 08:00:00,0.0,0.0,0.0
2021-02-06 16:00:00,0.0,0.0,0.0
2021-02-07 00:00:00,0.0,0.0,0.0
2021-02-07 08:00:00,0.0,0.0,0.0
2021-02-07 16:00:00,0.0,0.0,0.0
2021-02-08 00:00:00,0.0,0.0,0.0
2021-02-08 08:00:00,0.0,0.0,0.0
2021-02-08 16:00:00,0.0,0.0,0.0
2021-02-09 00:00:00,0.0,0.0,0.0
2021-02-09 08:00:00,0.0,0.0,0.0
2021-02-09 16:00:00,0.0,0.0,0.0
2021-02-10 00:00:00,0.09293019253560683,4.0,0.539884125963007
2021-02-10 08:00:00,0.041674836108233276,1.0,0.158548443627328
2021-02-10 16:00:00,0.0,0.0,0.0
2021-02-11 00:00:00,-0.0031769628294306563,1.0,0.16996413728951393
2021-02-11 08:00:00,0.024265177546717212,2.0,0.30404311961290975
2021-02-11 16:00:00,0.0,0.0,0.0
2021-02-12 00:00:00,0.012588209443406781,3.0,0.4459884073386805
2021-02-12 08:00:00,0.008669492307477659,2.0,0.2948767905168966
2021-02-12 16:00:00,0.0,0.0,0.0
2021-02-13 00:00:00,0.05070035499444083,3.0,0.4251537179686963
2021-02-13 08:00:00,0.05155436165084873,3.0,0.44518927634916916
2021-02-13 16:00:00,0.0,0.0,0.0
2021-02-14 00:00:00,0.0,0.0,0.0
