Date,score,vote,weighted_votes,pred
2021-01-09 12:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-10 00:00:00,0.0,0.0,0.0,0.0
2021-01-10 12:00:00,0.0,0.0,0.0,0.0
2021-01-11 00:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-11 12:00:00,0.025392327010054148,1.0,1.0,2.0
2021-01-12 00:00:00,0.06396322884147226,1.0,1.0,2.0
2021-01-12 12:00:00,0.03142427040647453,1.0,1.0,2.0
2021-01-13 00:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-13 12:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-14 00:00:00,0.12475140119327432,1.0,1.0,2.0
2021-01-14 12:00:00,0.25,1.0,1.0,2.0
2021-01-15 00:00:00,0.0,0.0,0.0,0.0
2021-01-15 12:00:00,-0.125,-1.0,-1.0,-2.0
2021-01-16 00:00:00,0.0,0.0,0.0,0.0
2021-01-16 12:00:00,0.04002945257260788,1.0,1.0,2.0
2021-01-17 00:00:00,0.0,0.0,0.0,0.0
2021-01-17 12:00:00,0.0,0.0,0.0,0.0
2021-01-18 00:00:00,0.0,0.0,0.0,0.0
2021-01-18 12:00:00,1.1102230246251563e-16,0.0,0.0,0.0
2021-01-19 00:00:00,0.050250586478993456,1.0,1.0,2.0
2021-01-19 12:00:00,0.02010776198656889,0.0,0.0,0.0
2021-01-20 00:00:00,0.0,0.0,0.0,0.0
2021-01-20 12:00:00,0.06229692200619556,1.0,1.0,2.0
2021-01-21 00:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-21 12:00:00,-2.220446049250313e-16,0.0,0.0,0.0
2021-01-22 00:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-22 12:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-23 00:00:00,0.0,0.0,0.0,0.0
2021-01-23 12:00:00,0.1290205999277196,1.0,1.0,2.0
2021-01-24 00:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-24 12:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-01-25 00:00:00,-0.125,-1.0,-1.0,-2.0
2021-01-25 12:00:00,-2.220446049250313e-16,0.0,0.0,0.0
2021-01-26 00:00:00,0.0,0.0,0.0,0.0
2021-01-26 12:00:00,1.1102230246251568e-16,0.0,0.0,0.0
2021-01-27 00:00:00,7.664301706140816e-17,0.0,0.0,0.0
2021-01-27 12:00:00,0.0011609491244280942,0.0,0.0,0.0
2021-01-28 00:00:00,-0.05349152775061877,-1.0,-1.0,-2.0
2021-01-28 12:00:00,0.16281088750477946,1.0,1.0,2.0
2021-01-29 00:00:00,-4.616981630452778e-17,0.0,0.0,0.0
2021-01-29 12:00:00,-0.13397763880993,-1.0,-1.0,-2.0
2021-01-30 00:00:00,-0.1188895781637717,-1.0,-1.0,-2.0
2021-01-30 12:00:00,0.25,1.0,1.0,2.0
2021-01-31 00:00:00,0.0,0.0,0.0,0.0
2021-01-31 12:00:00,1.1102230246251565e-16,0.0,0.0,0.0
2021-02-01 00:00:00,0.06438712084829099,1.0,1.0,2.0
2021-02-01 12:00:00,0.03773714119611512,1.0,1.0,2.0
2021-02-02 00:00:00,0.25,1.0,1.0,2.0
2021-02-02 12:00:00,0.125,1.0,1.0,2.0
2021-02-03 00:00:00,0.0,0.0,0.0,0.0
2021-02-03 12:00:00,0.0012335855689077756,0.0,0.0,0.0
